Song ID,pop,rap,dance-pop,post-teen-pop,pop-rap,trap,reggaeton,trap-latino,latin,hip-hop,melodic-rap,canadian-pop,electropop,pop-dance,atl-hip-hop
7y3xU9vEC1s8DSuuoSYKih,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6qdMhG7pRFi0csRlFGvLE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0EhpEsp4L0oRGM0vmeaN5e,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1xQ6trAsedVPCdbtDAmk0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1WedZeiezCmCEOzLwhx0hV,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3VvA1wSxukMLsvXoXtlwWx,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31sSFHIe4NaxltVFOEIcTa,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
03y045SZqaC94yfXl1cU4E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5W8jRrZ6tWrTrqnKRtIQBf,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1D3z6HTiQsNmZxjl7F7eoG,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7m9OqQk4RVRkw9JJdeAw96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23OYT3SFtoJqhiAUqktbc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0nbXyq5TXYPCO7pr3N8S4I,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3iw6V4LH7yPj1ESORX9RIN,,,,,,,,,,,,,,,
3bidbhpOYeV4knp8AIu8Xn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2RwMwWo43LapkA4raptxaB,,,,,,,,,,,,,,,
7kDUspsoYfLkWnZR7qwHZl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7BqBn9nzAq8spo5e7cZ0dJ,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3eekarcy7kvN4yt5ZFzltW,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
017PF4Q3l4DBUiWoXk4OWT,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2SAqBLGA283SUiwJ3xOUVI,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2iL0W5qi0ivZ9WRXbZ74cS,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5YYW3yRktprLRr47WK219Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60a0Rd6pjrkxjPbaKzXjfq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62vpWI1CHwFy7tMIcSStl8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2xLMifQCjDGFmkHkpNLD9h,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6RUKPb4LETWmmr3iAEQktW,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2cc8Sw1OnCuA5bV8nqWqpE,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3X2r2CnHOJeV5YekPTgBnK,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
4VW44pawoOHPUjlN7DX5vk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25qk9xa71F1POdI4vj7rbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18XlJEroUwFo0tLZxscgXE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4KD0lLJ4OGonZhBeKtct9I,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1KixkQVDUHggZMU9dUobgm,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3v1zVVdzNVNt7vmI9VG2gq,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1zLBsSVxETQOfINOLYvT5m,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4CPcZHzSvIBM8AKhdHUwnL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Igem6Q4sfvXGJ3JkG7Baw,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
0aACcc1jEv2C6VSmmJbllJ,,,,,,,,,,,,,,,
5RubKOuDoPn5Kj5TLVxSxY,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
4llr8mcoauwrHBtjGb7F9S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rOEoKL0fHrxBMhVljpbGW,,,,,,,,,,,,,,,
34eF4BoV8FPk0uhAAoqU7h,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25uBGaikHi0DhMiGMfuXYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24ySl2hOPGCDcxBxFIqWBu,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4lUmnwRybYH7mMzf16xB0y,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0tgBtQ0ISnMQOKorrN9HLX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4lUmnwRybYH7mMzf16xB0y,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1Z8TPHiKeCUyClxV6WTTIf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2cnKST6T9qUo2i907lm8zX,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21UkXrc9kD48rNpTMI2ecz,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6rTInqW3YECMkQsBEHw4sd,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7ndTONDDRFGiPnnhOzOXxq,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
45S5WTQEGOB1VHr1Q4FuPl,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7HMz8o0m7ASQ3ImFPfhWTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nYLZSNXJyPq8Jj3cEdykP,,,,,,,,,,,,,,,
11ZulcYY4lowvcQm4oe3VJ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7zl7kehxesNEo2pYkKXTSe,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2QLbRVzixE282JSQjBz2DG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4VXIryQMWpIdGgYR4TrjT1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6vB8bdQCCTDDIH8fhRfuXA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5KawlOMHjWeUjQtnuRs22c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Gjt4rUHBUH0rMKpBg0hF4,,,,,,,,,,,,,,,
7FIWs0pqAYbP91WWM0vlTQ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6wJYhPfqk3KGhHRG76WzOh,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4wCmqSrbyCgxEXROQE6vtV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5u1n1kITHCxxp8twBcZxWy,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7IG7laqVpcvIIULrwWP5SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08LwMWf5Tcfsd752EPzFV0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2Ol2sv6gePRdJrZC1hDVNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3UHPGOkUcE4hE7sqBF4Snt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1uAOCTevGnyKIDbgZdOCnE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2nG54Y4a3sH9YpfxMolOyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60dwJ8dnqZ4WrIdiu7LkNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5R691ipUYRDYW6ehapjoj6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1TZv3bujNaYz646eezRE91,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1ovFnZv6mUe0LzAbfVqOmh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7mEDVrAHDnQJStDo8jKJJm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2QdH0rKlV3d9Y6lWzcnlBH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0GAyuCo975IHGxxiLKDufB,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3aQem4jVGdhtg116TmJnHz,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
4TIqzdAssasqx3DAe6cG9J,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6vFsBXYczYsP0H3lgunZOm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3MvY2XbGYFi6p2dgmdcOYG,,,,,,,,,,,,,,,
4eNOLmx8r2IJAVKvBBL1jv,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3IxMaULfjq4IT2IN6v54PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4O0LQKVT6hGmVGNwizmydg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732E6ibFkQR5lNIPEeiEnx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d7q712nXjG98HiwHk7HFS,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4n6NDfYake476trCjJRNl0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
57ZUX6TNyKLBydAdVVd02x,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5lLNBIyjp72btcnrjBG751,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5BwQjRasNcdRPuVWKcHto2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1D3z6HTiQsNmZxjl7F7eoG,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1EHUQesfVKwbthtNcpBi9g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ke6it1vTmHtz2ApcIVUz5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0VWLId2RwPCno9s1cJm2Vy,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
0ZFBKLOZLIM16RAUb5eomN,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1ZMiCix7XSAbfAJlEZWMCp,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6qraVL4IJaIj0IuEexYJNa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2mM3gZ0BbPwPPMelbA8vgt,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7vzPjsX8UzlPKKtV47qGPn,,,,,,,,,,,,,,,
4y4spB9m0Q6026KfkAvy9Q,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2Lhdl74nwwVGOE2Gv35QuK,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2kJwzbxV2ppxnQoYw4GLBZ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20GrahbI4AzAOWxpYfDKkf,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
6uvMKqNlrSvcC4NaKnrwjZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1OC8hMoqAuWmTWJ4heJNlO,,,,,,,,,,,,,,,
6LcX2hBbXaJcK4AuefE936,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1Crj1zkRMpsEjb9NOR6Zof,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6zFMeegAMYQo0mt8rXtrli,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0ri0Han4IRJhzvERHOZTMr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5yY9lUy8nbvjM1Uyo1Uqoc,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
79lc69ZXfL4WmJIzVSDmWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2U5WueTLIK5WJLD7mvDODv,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1mauYRwbpoGQX6itP2FAJC,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
58pgi1RpcU2fVJsxhm7BIr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1LXb70u8SLsvBAPWHMCTMe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Y0wPrPQBrGhoLn14xRYCG,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6Hj9jySrnFppAI0sEMCZpJ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17UfXrL7Run3GyZJW4uRjC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ePtv8MlBO9nuuXABqAfEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JJcP0Rv9AgyPD6ZGaC8EE,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1F9kEuwT29fgqlovIclu81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6EDO9iiTtwNv6waLwa1UUq,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
1cEhrSF6EylAEqdhUGuNpX,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
6CF085Ol0cVda1WqelybEQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2pn8dNVSpYnAtlKFC8Q0DJ,,,,,,,,,,,,,,,
2CYVETnhM9aytqrazYYwrK,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5KWwUzVxubgSPmLIUAQhYt,,,,,,,,,,,,,,,
2CdTLdDjwZdVcm0bresVWx,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0BI0hfbmqybnd3TezrDME3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7JuHVG3qQKQKxC4doneXVW,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1dg3qy5DjoJodawfOCgrTP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2bgcUk2A3jjKbCJ7KPquTi,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
6F2r4HgpJnvKDmkN6JEN6J,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3krZxyBsWEHfEfJegYaWTd,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5uEYRdEIh9Bo4fpjDd4Na9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6AGOKlMZWLCaEJGnaROtF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ere9b9vDw2N3m9d4uiXxa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55Am8neGJkdj2ADaM3aw5H,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2Z8yfpFX0ZMavHkcIeHiO1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
7szuecWAPwGoV1e5vGu8tl,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3ee8Jmje8o58CHK66QrVC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15OCqNPYoLziEAsbVnqRj5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2mt1IqcFyY1zmYZT8Q3xw9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0nJW01T7XtvILxQgC5J7Wh,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1aH3EQY5LTXjRZQLpl1Gby,,,,,,,,,,,,,,,
3CRDbSIZ4r5MsZ0YwxuEkn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6755DFiZ7CWe2WMdTGW5C1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7uZqvqXzzYMKrexKxdcGmd,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6YvqWjhGD8mB5QXcbcUKtx,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7EWXP47VlXKO3r7mNxuWHw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2SUPbyD77tJuOUbqbxct6l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0lx2cLdOt3piJbcaXIV74f,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
086myS9r57YsLbJpU0TgK9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5dA45onYgYACRp8C5xEOS9,,,,,,,,,,,,,,,
0fea68AdmYNygeTGI4RC18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1qrpoAMXodY6895hGKoUpA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77sMIMlNaSURUAXq5coCxE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1zzxoZVylsna2BQB65Ppcb,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2nqio0SfWg6gh2eCtfuMa5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22bPsP2jCgbLUvh82U0Z3M,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5pcjystBtalYeqaiXCcgEY,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
550erGcdD9n6PnwxrvYqZT,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5YL553x8sHderRBDlm3NM3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1msEuwSBneBKpVCZQcFTsU,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7HC7R2D8WjXVcUHJyEGjRs,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1BKT2I9x4RGKaKqW4up34s,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7eResoqEJJAVTkQYSqvO3P,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0k0vFacOHNuArLWMiH60p7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6iiAfo4wTA2CVC3Uwx9uh8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6M3Bdl5UtQtmjnYDW69LZQ,,,,,,,,,,,,,,,
35UUpTmrcFXNIVIN26ujXl,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
4uuEGH5SVuzkkSFjo2DEiY,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34V9RiEPe8MNdU32qJsJa1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5RmSunLqeDqNWww8LWhAiK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2kONpeXXK70YEs7c0UQbmq,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2dHoVW9AxJVSRebPRyV2aA,,,,,,,,,,,,,,,
2h9TDNEXRhcDIV3fsoEVq9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2r6OAV3WsYtXuXjvJ1lIDi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PEfJZpVjdclfzZ9XO8uDw,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
59qrUpoplZxbIZxk6X0Bm3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
137mSruegm1u6x9NvwiagR,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4HBZA5flZLE435QTztThqH,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2kS6td1yvmpNgZTt1q5pQq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e6NlGJxYlHvAN8SKxad7N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7I8L3vYCLThw2FDrE6LuzE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1LmN9SSHISbtp9LoaR5ZVJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6I3mqTwhRpn34SLVafSH7G,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3T03rPwlL8NVk1yIaxeD8U,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0ZLuW8uOXdFNWcI40C0OC2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2WfaOiMkCvy7F5fcp2zZ8L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7D7EH7MGyNHWSkqrszerI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,,,,,,,,,,,,,,,
5KFHrrBMyGj5MhVbZMM3ts,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5NU40QTlXrDUJzDBdv79bg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0oaY19dUwZimIgzn3ZZLZO,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7k4t7uLgtOxPwTpFmtJNTY,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5y7DaS3jAc9eZzcSOoUIwU,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2tB9OFgAHjAds3cqquLlvp,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5SFXOMJJ334Wn2PwBHeRZN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4FRW5Nza1Ym91BGV4nFWXI,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0e6NlGJxYlHvAN8SKxad7N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Lt6GXGzYsa1tgkv3nGSTm,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
7aely3H8kMj9o0gt6vXHE1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7MXVkk9YMctZqd1Srtv4MB,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15OjBeqNX3bShsGYQbteRv,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2nZj5YymF54qhAu7RneVP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27UcQ6dAvQrgH9C880rCM3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3rLIv187BhjyweFe89SgLn,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4Hl9rOqYomojCmxYfr25im,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68mrW6gXHgupgSiDHgaDi5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
7bPWdJgx8vek7S5i5yAtvG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RJz8NfIe09gpKMiRUWKhJ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7BIy3EGQhg98CsRdKYHnJC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73nAK3HgQK8dak83Y2WQ8F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7MiZjKawmXTsTNePyTfPyL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C6BlqqMwjFzOXzqpTeoWR,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
36CiGk9oRdwTnBDMgKEfjl,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5J5CpT6bgE6KYKk23jgp9W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3XoflnowYPFRPOh3uFvHcm,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7uoFMmxln0GPXQ0AcCBXRq,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2NnJpRXIlx35Vij3bPZO0h,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4HYDUMY0xSpeBr0AMY9cUz,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1FP9s72rDYty6mfoOEYKnE,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3Dv1eDb0MEgF93GpLXlucZ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2ZRo7axmMPeSVUvDbGkJah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6K4t31amVTZDgR3sKmwUJJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3dhjNA0jGA8vHBQ1VdD6vV,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5rZlwNFl01HqLWBQGryKSm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f0pn9DkEJwAzXApnFh5cr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3pCt2wRdBDa2kCisIdHWgF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4SFknyjLcyTLJFPKD2m96o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2MZrOmrVxRmmOoFW6dhenG,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6CAVxdHTkls5loqUmfM52V,,,,,,,,,,,,,,,
17vGPZ5EsdvtgAOCD4FLWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4O3RwH1TFG1EjPezLIYehI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0ZqHo6eTBHUcOVjZzPvftT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73O30uMI7n6DuzBmbtO7kC,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
5LYRIyhmlrDAQsYdHEvP0f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7eX3um6NpOQKWJMGCi97XD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
11EnQRgRMJwMAesfkB5pnu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6i7zAdNhzUN2k1HcrBxPHG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30bqVoKjX479ab90a8Pafp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2GiJYvgVaD2HtM8GqD9EgQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6KfoDhO4XUWSbnyKjNp9c4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3SawmGBjjq8EOYZJV11cJm,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3eZYOQO4UzKrUDYDghtnFw,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5ddFjrPG8NgQQ6xlOQIVd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5psEZhQu6lukjhavJo4AbC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3GtnId3Cm1Xa6joCj08nzW,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
696DnlkuDOXcMAnKlTgXXK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0e7ipj03S05BNilyu5bRzt,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5gEUDNQvoQjdjklrwPdGwD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5p7ujcrUXASCNwRaWNHR1C,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
26w9NTiE9NGjW1ZvIOd1So,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
4umIPjkehX1r7uhmGvXiSV,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7B3z0ySL9Rr0XvZEAjWZzM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HNkqx9Ahdgi1Ixy2xkKkL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,,,,,,,,,,,,,,,
6a3kNt1UlUOapDKmEr3JzZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5UMMPHPp6vRP6ghPpSUOzp,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7jjS2fSD9zuzbEHeVEFJ2w,,,,,,,,,,,,,,,
03B2SfXuvDh1m9F4tqrX07,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
4DuUwzP4ALMqpquHU0ltAB,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1nYzjrdVQ8RpF93M0jPFW7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0osvOdeD3YXZiWkT8MKolJ,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5ri4zqtWhG07hIuNNDWP76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0JAZWvvqttGFm4UMDsPQXC,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
5GkQIP5mWPi4KZLLXeuFTT,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3HVWdVOQ0ZA45FuZGSfvns,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3PF1mUoD0NgK4ykdt5sk3g,,,,,,,,,,,,,,,
78SeXVRJ7KCqVmOwTiFjnI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
